Stress(MPa),Strain(%)
387.4779031,16.879526
387.440311,16.89433838
387.6013035,16.90915076
387.7508549,16.92231731
387.2580707,16.93712969
387.4076221,16.95194207
387.3634922,16.96510862
388.0540438,16.97827518
387.5743352,16.99144174
387.0619377,17.00460829
387.5702491,17.01777485
387.6911978,17.03258723
387.7459516,17.04739961
387.9641495,17.06221198
387.2335541,17.07537854
387.4443971,17.09019092
387.6691328,17.10335747
387.9706873,17.11652403
387.4493004,17.13133641
387.0619377,17.14285714
387.6274546,17.15766952
387.6911978,17.1724819
387.7042733,17.18729427
388.0850982,17.20046083
387.4558382,17.21527321
387.5923141,17.22843976
388.0589472,17.24325214
388.1333142,17.25477288
387.732876,17.26958525
387.3283517,17.28110599
387.7704682,17.29591837
388.0810121,17.31073074
387.8056087,17.3238973
388.091636,17.33870968
387.662595,17.35187623
387.7614788,17.36668861
388.2150363,17.37985517
388.1774442,17.39302172
387.580873,17.40618828
387.4803548,17.41935484
387.7614788,17.43416722
388.1447553,17.44897959
387.9461707,17.46379197
388.2019608,17.47695853
387.8342114,17.4917709
387.7157144,17.50493746
388.6702283,17.51810402
388.2305635,17.53127057
388.0475061,17.54608295
387.7443171,17.55924951
387.8783413,17.57406188
388.3866527,17.58722844
388.1488414,17.60204082
388.3686738,17.61685319
388.0630333,17.63001975
387.8186842,17.64318631
388.694745,17.65799868
388.3229095,17.67116524
387.7745543,17.6843318
387.7287899,17.69749835
388.1292281,17.71231073
388.2215741,17.72712311
388.0475061,17.74028966
388.3956421,17.75510204
388.1382176,17.76991442
387.858728,17.78308097
388.8181453,17.79624753
388.3605016,17.80941409
388.0981738,17.82258065
388.0082795,17.8357472
388.2616179,17.85055958
388.532118,17.86372614
388.4634715,17.87853851
388.5337525,17.89335089
388.1733581,17.90651745
388.1864336,17.919684
388.8246831,17.93449638
388.5713446,17.94766294
388.1758097,17.96082949
388.0589472,17.97399605
388.5672585,17.98880843
388.4569337,18.0036208
388.6130229,18.01678736
388.9415457,18.02995392
388.4217932,18.04476629
388.4479443,18.05793285
388.9064052,18.07274523
388.4152554,18.08591178
387.9886662,18.09907834
388.0319789,18.1122449
388.3686738,18.12705727
388.5337525,18.14186965
388.9546212,18.15668203
388.2632524,18.16984858
388.217488,18.18466096
388.4332343,18.19782752
388.8222314,18.21099408
388.4855364,18.22416063
388.0654849,18.23732719
388.3760288,18.25049375
388.6571528,18.26695194
388.6792178,18.2801185
389.1262376,18.29493088
388.3032962,18.30974325
388.4193415,18.32290981
388.602399,18.33607637
389.0714838,18.34924292
388.7454127,18.36240948
388.265704,18.37557604
388.8925124,18.38874259
388.8050698,18.40520079
388.5272147,18.41836735
389.1237859,18.43317972
388.5035153,18.44634628
388.287769,18.46115866
388.694745,18.47432521
388.7257994,18.48749177
388.5868718,18.50065833
388.1292281,18.51382488
388.5231286,18.52699144
388.9415457,18.54344964
388.6334534,18.55661619
389.1940669,18.57142857
388.5272147,18.58624095
388.6440773,18.5994075
389.0641288,18.61257406
389.0494188,18.62574062
388.7781015,18.63890718
388.3490605,18.65207373
388.8353069,18.66688611
388.961159,18.68169849
388.8418447,18.69486504
389.2144974,18.70967742
388.5100531,18.7244898
388.939094,18.73765635
389.1483025,18.75246873
388.9129429,18.76398947
388.5231286,18.77880184
388.1006254,18.7919684
388.8712647,18.80513496
388.9211151,18.81994733
388.7364232,18.83475971
389.2079596,18.84957209
388.5999473,18.86273864
388.6465289,18.8759052
389.3746727,18.89071758
389.0142783,18.90388413
388.8116075,18.91705069
388.6048507,18.93021725
388.8843402,18.94502962
389.0600427,18.95819618
389.135227,18.97300856
389.183443,18.98782093
388.742961,19.00098749
388.6064851,19.01415405
389.5618163,19.02732061
389.0821076,19.04048716
388.9938478,19.05365372
388.6334534,19.0684661
388.8181453,19.08327847
389.0624943,19.09644503
388.9497179,19.11125741
389.0624943,19.12606978
388.7584882,19.13923634
388.8622752,19.1524029
389.5748918,19.16721527
389.2847784,19.17873601
388.813242,19.19354839
388.6882072,19.20671494
388.868813,19.22152732
389.2251213,19.2363397
389.3730383,19.24950625
389.1066243,19.26431863
389.0665804,19.27748519
388.9325562,19.29065174
389.5708057,19.30546412
389.1703675,19.31863068
388.8573719,19.33179724
388.7830048,19.34496379
388.961159,19.35977617
389.3681349,19.37458855
389.3656833,19.38940092
389.1327753,19.40256748
389.2798751,19.41737986
389.1589264,19.43054641
389.9843194,19.44371297
389.2602618,19.45687953
388.6130229,19.47004608
389.0404294,19.48321264
388.9636106,19.49802502
389.3705866,19.51283739
389.4081787,19.52600395
388.9235668,19.54081633
389.0976348,19.55398288
388.9480834,19.56879526
389.6827649,19.58196182
389.2161319,19.59512837
388.6571528,19.60829493
389.1327753,19.62146149
389.0714838,19.63627386
389.2667995,19.65108624
389.5732574,19.66589862
389.0510532,19.67906517
389.1147965,19.69387755
389.1107104,19.70704411
389.8502952,19.72021066
389.2823267,19.73337722
388.8402103,19.74654378
389.2733373,19.76135616
389.3730383,19.77616853
389.5070625,19.78933509
389.5732574,19.80414747
389.0273538,19.81895984
389.0641288,19.8321264
389.3133811,19.84529296
389.542203,19.85845951
389.0289883,19.87327189
388.7012827,19.88479263
389.1172481,19.899605
389.6345489,19.91441738
389.2471862,19.92922976
389.5708057,19.94239631
389.1858947,19.95720869
389.1589264,19.97037525
389.6590655,19.98518762
389.6631516,19.99670836
389.3109295,20.00987492
389.0976348,20.02304147
389.427792,20.03785385
389.6280112,20.05266623
389.3861138,20.06583278
389.5552785,20.08064516
389.0731182,20.09381172
389.3068434,20.10862409
389.9802333,20.12179065
389.379576,20.13495721
389.1147965,20.14812377
388.9652451,20.16129032
389.3305428,20.1761027
389.4032754,20.19091508
389.2251213,20.20572745
389.6214734,20.21889401
389.0690321,20.23370639
389.0183644,20.24687294
390.0039327,20.26168532
389.5838812,20.27320606
389.3419839,20.28801843
389.0142783,20.30118499
389.5552785,20.31599737
389.694206,20.32916392
389.4367815,20.3439763
389.808617,20.35714286
389.1654642,20.37195523
389.2431001,20.38512179
390.1297847,20.39993417
389.6280112,20.41310072
389.2292074,20.42626728
389.1924324,20.43943384
389.3877482,20.45424621
389.5748918,20.46905859
389.4081787,20.48222515
389.97533,20.49703752
389.2798751,20.5118499
389.0404294,20.52337064
390.0390732,20.53818302
389.6100323,20.55134957
389.1107104,20.56451613
389.2030563,20.57768269
389.6370006,20.59249506
389.7244432,20.60566162
389.520138,20.620474
389.6100323,20.63528637
389.2341107,20.64845293
389.2937678,20.66161949
389.8192408,20.67643186
389.4956214,20.6879526
389.1548403,20.70276498
389.1017209,20.71593153
389.6100323,20.73074391
389.5086969,20.74555629
389.5969568,20.75872284
389.5511924,20.77353522
389.5086969,20.7883476
389.3329944,20.80151415
390.0153738,20.81468071
389.520138,20.82784727
389.0624943,20.84101382
389.1965186,20.85418038
389.3861138,20.86899276
389.5160519,20.88380513
389.9516306,20.89861751
389.2627134,20.91178407
389.183443,20.92659645
389.2954023,20.939763
389.9075007,20.95292956
389.4188026,20.96609612
388.846748,20.97926267
389.0690321,20.99242923
389.2602618,21.00888743
389.3591455,21.02205398
389.9075007,21.03686636
389.1417648,21.05003292
389.2496379,21.06484529
389.2888645,21.07801185
389.7465082,21.09117841
389.4384159,21.10434496
389.0379777,21.11751152
389.4147165,21.13067808
389.4735564,21.14549045
389.6018601,21.16030283
390.0595038,21.17511521
389.2381968,21.18828176
389.2006047,21.20309414
389.4825458,21.2162607
389.7358843,21.22942725
389.2561757,21.24259381
388.8508341,21.25576037
389.3109295,21.26892693
389.4384159,21.28538512
389.1082587,21.29855168
389.8895218,21.31336406
389.1107104,21.32653061
389.3656833,21.34134299
389.7751109,21.35450955
389.7007438,21.3676761
389.3289083,21.38084266
388.9456318,21.39400922
389.3370805,21.40717577
389.6786788,21.42363397
389.4760081,21.43680053
389.808617,21.4516129
389.1196998,21.46642528
389.1965186,21.47959184
389.9099523,21.49275839
389.7465082,21.50592495
389.5242241,21.51909151
388.8728991,21.53225806
389.4588464,21.54707044
389.5487407,21.56188282
389.3656833,21.57504937
389.8502952,21.59150757
389.253724,21.60467413
389.4147165,21.61784068
390.0325355,21.63100724
389.4735564,21.6441738
389.5086969,21.65734036
389.1433992,21.67050691
389.5773435,21.68531929
389.7424221,21.70013167
389.7465082,21.71329822
389.7595837,21.7281106
389.157292,21.74292298
389.2006047,21.75608953
389.8658224,21.76925609
389.498073,21.78242265
389.2226696,21.7955892
388.9064052,21.80875576
389.3133811,21.82356814
389.4318782,21.83838051
389.4890836,21.85319289
389.7228088,21.86635945
389.3861138,21.88117182
389.3223706,21.89433838
389.96062,21.90750494
389.5577302,21.92067149
389.2365624,21.93383805
389.3771244,21.94865043
389.1965186,21.9634628
389.6827649,21.97662936
389.5356652,21.99144174
389.5070625,22.00460829
389.34607,22.01942067
389.1041726,22.03258723
389.8323164,22.04575379
389.5969568,22.05892034
389.035526,22.07373272
389.1638297,22.08689928
389.1858947,22.10171165
389.7710248,22.11652403
389.6280112,22.12969059
389.4800942,22.14450296
389.3656833,22.15766952
389.3150156,22.17083608
390.0039327,22.18564845
389.5266758,22.19716919
389.0249022,22.21033575
389.5928707,22.22514812
389.5046108,22.2399605
389.5928707,22.25312706
389.764487,22.26793943
389.1720019,22.28275181
389.1858947,22.29591837
389.1924324,22.30908492
389.8748118,22.32225148
389.4408676,22.33541804
388.8050698,22.3485846
389.3681349,22.36339697
389.3068434,22.37820935
389.4800942,22.39137591
389.5446546,22.40618828
389.2431001,22.42100066
389.3419839,22.43416722
389.1147965,22.44733377
389.905049,22.46050033
389.3877482,22.47531271
388.9064052,22.48683344
389.3681349,22.50164582
389.4735564,22.5164582
389.5136002,22.53127057
389.7489598,22.54608295
389.3289083,22.55924951
389.1744536,22.57241606
389.5242241,22.58722844
389.8257786,22.600395
389.2144974,22.61356155
388.7388749,22.62672811
389.324005,22.63989467
389.5086969,22.65470704
389.2602618,22.66951942
389.7448737,22.6843318
389.1107104,22.69749835
389.0289883,22.71231073
389.5511924,22.72547729
389.401641,22.73864384
389.1899808,22.7518104
389.0469671,22.76497696
389.4343298,22.77814352
389.5225897,22.79295589
389.2717029,22.80612245
389.6737755,22.82258065
389.0118266,22.8357472
389.0690321,22.84891376
389.8020792,22.86208032
389.3861138,22.87524687
389.1989702,22.89005925
389.0273538,22.90157999
389.1793569,22.91639236
389.4433192,22.93120474
389.4081787,22.94601712
389.5863329,22.96082949
388.9015018,22.97399605
388.9766861,22.98716261
389.856833,23.00197498
389.3615972,23.01349572
388.9497179,23.0283081
388.7323371,23.04147465
389.113162,23.05628703
389.1483025,23.07109941
389.1483025,23.08426596
389.4433192,23.09907834
389.0469671,23.1122449
388.8622752,23.12705727
389.6893027,23.14022383
389.1286892,23.15339039
388.961159,23.16655695
388.813242,23.1797235
389.035526,23.19453588
389.2447346,23.20934826
389.2210352,23.22416063
389.2913162,23.23732719
389.0714838,23.25213957
389.1221515,23.26530612
389.9581684,23.27847268
389.590419,23.29163924
389.1196998,23.30480579
389.0003856,23.31797235
389.0910971,23.33278473
389.4212543,23.3475971
389.3370805,23.36076366
389.1548403,23.37557604
388.7168099,23.38874259
389.0249022,23.40190915
389.6721411,23.41672153
389.1589264,23.42988808
388.742961,23.44305464
388.8001664,23.4562212
389.0910971,23.47103357
389.0624943,23.48584595
389.2095941,23.50065833
389.2431001,23.51382488
388.9987511,23.52863726
389.2006047,23.54180382
389.612484,23.55497038
389.1858947,23.56813693
388.8712647,23.58130349
389.0641288,23.59611587
389.1507542,23.61092824
389.3068434,23.6240948
389.3861138,23.63890718
388.6440773,23.65207373
388.9480834,23.66688611
388.9987511,23.68005267
389.4147165,23.69321922
389.0273538,23.7080316
388.4789987,23.71955234
388.6906589,23.73436471
388.939094,23.74917709
388.813242,23.76234365
389.4760081,23.77715602
388.694745,23.7919684
388.917029,23.80513496
388.9064052,23.81994733
389.3640488,23.83311389
388.8491997,23.84628045
388.6751317,23.85780118
388.7633915,23.87261356
389.1940669,23.88742594
389.1196998,23.9005925
389.4343298,23.91540487
388.694745,23.92857143
388.8818885,23.94338381
389.1017209,23.95655036
389.2888645,23.96971692
388.9636106,23.98288348
388.147207,23.99605003
388.580334,24.01086241
388.8353069,24.02567479
388.6816694,24.03884134
389.1989702,24.05365372
388.3670394,24.0684661
388.4855364,24.08163265
388.7781015,24.09479921
388.890878,24.10796577
388.6636906,24.12277814
388.2763279,24.13429888
388.5737963,24.14911126
388.6922933,24.16392363
388.7960803,24.17873601
389.1172481,24.19190257
388.3980938,24.20671494
388.5100531,24.2198815
389.1523886,24.23469388
388.9766861,24.24786043
388.5648068,24.26102699
388.1823475,24.27419355
388.6702283,24.28736011
388.7584882,24.3038183
388.7298855,24.31698486
389.1744536,24.33179724
388.798532,24.34496379
388.4046316,24.35977617
389.035526,24.37294273
388.6195606,24.38610928
388.3980938,24.39927584
388.1202387,24.4124424
388.6179262,24.42725477
388.7781015,24.44042133
388.4634715,24.45523371
388.7478643,24.47004608
388.4217932,24.48321264
388.2240258,24.4963792
388.8001664,24.51119157
388.6775833,24.52271231
388.3539639,24.53752469
388.2215741,24.55069124
388.3686738,24.56550362
388.8287692,24.580316
388.4969775,24.59348255
388.7674776,24.60829493
388.35805,24.62146149
388.3294472,24.63462804
389.1989702,24.64944042
388.8116075,24.66260698
388.2060469,24.67577354
388.3866527,24.68894009
388.4307826,24.70375247
388.6971966,24.71856485
388.4749126,24.7317314
388.6661422,24.74654378
388.3008445,24.76135616
388.0850982,24.77452271
388.8091559,24.78768927
388.2763279,24.80085583
387.8758897,24.81402238
388.1733581,24.82883476
388.4177071,24.84364714
388.3891044,24.85681369
388.4920742,24.87162607
388.3555983,24.88479263
388.2542629,24.899605
388.2240258,24.91277156
388.9701484,24.92593812
388.5476452,24.93910467
387.9175679,24.95227123
388.147207,24.96543779
388.3866527,24.98025016
388.3907388,24.99506254
388.6334534,25.00987492
388.1226904,25.02304147
388.0564955,25.03785385
388.3605016,25.05102041
388.6195606,25.06418697
388.1709064,25.07735352
387.7263383,25.09052008
387.8718036,25.10368664
388.2853173,25.11849901
388.0744743,25.13331139
388.4128038,25.14812377
387.7884471,25.16129032
387.7859954,25.1761027
387.8963202,25.18926926
388.3686738,25.20243581
387.9445362,25.21560237
387.5326569,25.22876893
387.7949848,25.2435813
388.1512931,25.25839368
388.0965393,25.27156024
388.4332343,25.28637261
387.5988518,25.30118499
387.8342114,25.31435155
388.091636,25.3275181
388.3515122,25.34068466
387.9551601,25.35549704
387.4076221,25.36701777
387.8979546,25.38183015
388.476547,25.39664253
387.7132627,25.4114549
388.239553,25.42626728
387.4729998,25.43943384
387.4754515,25.45260039
388.0720227,25.46741277
388.0720227,25.47893351
387.8742552,25.49374589
387.4157944,25.50526662
387.8170498,25.520079
387.7238866,25.53489138
387.6822083,25.54805793
388.147207,25.56287031
387.4999681,25.57768269
387.488527,25.59084924
388.0875499,25.6040158
387.8848791,25.61718236
387.558808,25.63199473
387.2335541,25.64351547
387.7377794,25.65832785
387.7639304,25.67314022
387.7394138,25.6879526
387.9796767,25.70111916
387.2360058,25.71593153
387.3790194,25.72909809
388.1839819,25.74226465
387.8096948,25.7554312
387.5457325,25.77024358
387.0398728,25.78341014
387.5898624,25.79822251
387.6585089,25.81138907
387.6233684,25.82620145
387.7394138,25.84101382
387.2686946,25.8558262
387.2932112,25.86899276
388.0033761,25.88215932
387.5964002,25.89532587
387.244178,25.90849243
387.0643894,25.92165899
387.4117083,25.93647136
387.5898624,25.95128374
387.5154953,25.9644503
387.6078413,25.97926267
387.4558382,25.99407505
387.2376402,26.00724161
387.9420846,26.02040816
387.6405301,26.03357472
387.3259001,26.04674128
386.9957428,26.05990783
387.0750133,26.07472021
387.3299862,26.08953259
387.5171297,26.10269914
387.3299862,26.11751152
387.1632731,26.1323239
387.0929921,26.14549045
387.68466,26.15865701
387.5391947,26.17182357
386.6835645,26.18499013
386.8396537,26.19815668
387.0619377,26.21296906
387.3013834,26.22778144
387.3169106,26.24259381
386.9426235,26.25576037
387.1126054,26.27057275
386.9892051,26.2837393
387.5988518,26.29855168
387.2400919,26.31007242
386.5732397,26.32323897
386.9033969,26.33805135
387.033335,26.35286373
387.321814,26.36603028
387.3169106,26.38084266
386.6435207,26.39565504
386.7162533,26.40882159
386.7824482,26.42198815
387.2580707,26.43844635
386.8396537,26.44996708
386.3950855,26.46313364
386.6614995,26.4763002
386.663134,26.49275839
387.0619377,26.50592495
387.0856371,26.51909151
386.452291,26.5355497
386.5601641,26.54871626
386.5601641,26.56188282
386.8682564,26.57504937
386.4980554,26.58986175
386.137661,26.60138249
386.5691536,26.61454905
386.6369829,26.62936142
386.6721234,26.64252798
386.8085993,26.65734036
386.3329768,26.67215273
386.2912985,26.68531929
386.4915176,26.69848585
386.929548,26.7116524
386.1989525,26.72646478
385.9480657,26.73798552
386.2831263,26.75279789
386.5446369,26.76761027
386.6655856,26.78242265
387.0308833,26.79723502
386.2185658,26.81040158
386.2651474,26.82356814
386.6173696,26.83838051
386.7865343,26.85154707
386.1417471,26.86471363
385.7723633,26.87788018
386.4187849,26.89104674
386.5291098,26.90750494
386.0207984,26.92067149
386.5626158,26.93548387
385.8933119,26.94865043
385.8647092,26.9634628
386.4171505,26.97662936
386.3550417,26.98979592
386.0207984,27.00296248
385.6228118,27.01612903
385.9374419,27.03094141
386.3223529,27.04575379
385.9088391,27.05892034
386.4057094,27.07373272
385.6971789,27.0885451
385.8802364,27.10171165
386.6083802,27.11487821
386.1572743,27.12804477
385.8843225,27.14121132
385.989744,27.15437788
385.8336548,27.16919026
385.9766685,27.18400263
385.8516337,27.19716919
386.0804555,27.21198157
385.6203602,27.22679394
385.4593677,27.2399605
386.4629149,27.25312706
385.6661246,27.26629361
385.3563979,27.27946017
385.3081818,27.29262673
385.6089191,27.3074391
385.7323194,27.32225148
385.6955445,27.33706386
385.7192439,27.35023041
385.386635,27.36504279
385.3694734,27.37820935
386.3574934,27.39137591
385.6620384,27.40454246
385.1341138,27.41935484
385.2019431,27.4325214
385.6113708,27.44733377
385.6007469,27.46050033
385.5541653,27.47531271
385.6955445,27.49012508
385.4087,27.50329164
385.1030594,27.5164582
385.8671609,27.53127057
385.4152378,27.54443713
384.9183675,27.55760369
384.9780246,27.57077024
385.1251244,27.58558262
385.3098163,27.600395
385.1512754,27.61520737
385.127576,27.62837393
384.9494219,27.64318631
385.0368645,27.65635286
385.4969598,27.66951942
385.1757921,27.68268598
384.8194838,27.69585253
384.9224536,27.70901909
385.0654672,27.72383147
385.0638328,27.73864384
385.3514945,27.7518104
384.687094,27.76662278
384.6960834,27.77978934
384.7067073,27.79295589
385.3008268,27.80776827
384.9624974,27.82093483
384.3544851,27.83410138
384.638878,27.84726794
384.9224536,27.86208032
384.6192647,27.87689269
384.883227,27.89170507
384.5661453,27.90487163
384.3700123,27.919684
384.4934127,27.93285056
384.835011,27.94601712
384.3177102,27.95918367
383.9720258,27.97235023
384.1722449,27.98551679
384.4010667,28.00197498
384.3814534,28.01514154
384.6339746,28.02995392
383.6614818,28.04312047
383.817571,28.05793285
384.3790017,28.07109941
384.4386589,28.08426596
383.9540469,28.09907834
383.5470709,28.11059908
383.9344336,28.12541145
384.3087207,28.14022383
383.9564986,28.15503621
384.3062691,28.16820276
383.7301284,28.18301514
383.6745574,28.1961817
384.1943098,28.21099408
384.035769,28.22251481
383.5936525,28.23732719
383.188311,28.24884793
383.6459547,28.2636603
383.5380815,28.27847268
383.3533896,28.29163924
383.8551632,28.30645161
383.1360089,28.32126399
383.2961841,28.33443055
383.6222552,28.3475971
383.5315437,28.36076366
383.3207008,28.37557604
382.8916598,28.38709677
383.1425466,28.40190915
383.3868956,28.41672153
382.9635753,28.4315339
383.4105951,28.44634628
382.8058516,28.45951284
382.7944105,28.47267939
383.5274576,28.48749177
383.1114922,28.49901251
382.9047354,28.51382488
382.5745781,28.52699144
383.1114922,28.54180382
382.7020646,28.55661619
382.4977594,28.56978275
382.8164755,28.58459513
382.4005101,28.5994075
382.3367669,28.61257406
383.0412112,28.62574062
382.4005101,28.63890718
382.1185689,28.65207373
382.0196852,28.66524029
382.2182699,28.68005267
382.3367669,28.69486504
382.3147019,28.70967742
382.2860992,28.72284398
381.8725854,28.73765635
382.0858801,28.75082291
382.640773,28.76398947
381.9976202,28.77715602
381.7426473,28.79032258
381.6151609,28.80348914
381.9673831,28.81830151
382.2354315,28.83311389
381.9690175,28.84628045
381.6960657,28.86109282
381.5595899,28.8759052
381.5865582,28.88907176
382.0245885,28.90223831
381.9273392,28.91540487
380.9548464,28.92857143
380.9965247,28.94173799
381.2384221,28.95655036
381.0185897,28.97136274
381.4517167,28.98617512
380.9769114,28.99934167
380.8069295,29.01415405
380.805295,29.02732061
381.2449598,29.04048716
380.9278782,29.05365372
380.3190486,29.06682028
380.583011,29.08163265
380.6859808,29.09644503
380.5143644,29.10961159
381.0406546,29.12442396
380.4506212,29.13923634
380.4440834,29.15404872
380.364813,29.16721527
380.849425,29.18038183
380.2634776,29.19354839
379.5966254,29.20671494
379.7110363,29.2198815
380.0125908,29.23469388
380.1891105,29.24950625
380.4661484,29.26431863
379.3081465,29.27748519
379.4184713,29.29229756
379.2444032,29.30546412
379.783769,29.31863068
379.328577,29.33179724
378.9804409,29.34496379
379.2689199,29.35813035
379.2247899,29.37294273
379.3081465,29.3877551
379.4887523,29.40256748
378.5538516,29.41573404
378.6372082,29.43054641
378.8594922,29.44371297
378.9166977,29.45687953
378.4876568,29.47004608
377.9531943,29.48321264
378.1109179,29.4963792
378.2277805,29.51283739
378.0300131,29.52600395
378.3045993,29.54081633
377.4579585,29.55398288
377.5944344,29.56879526
377.8804617,29.58196182
377.9858832,29.59512837
377.4685824,29.60829493
376.6848676,29.62146149
377.0044009,29.63627386
377.1433285,29.65108624
376.7379869,29.66589862
377.1515007,29.67906517
376.4323464,29.69387755
376.1504052,29.70704411
376.8769145,29.72185648
376.5483917,29.73502304
376.1659324,29.7481896
375.7434292,29.76135616
375.9959504,29.77452271
375.9673477,29.79098091
375.5824367,29.80414747
375.9828749,29.81895984
375.483553,29.83377222
375.2939577,29.84693878
375.6461799,29.86010533
375.509704,29.87327189
375.0038443,29.88643845
374.6164817,29.899605
374.8232385,29.91441738
374.8828957,29.92758394
374.5878789,29.94239631
374.7791086,29.95720869
374.0248138,29.97037525
373.9823183,29.98518762
374.4489514,29.99835418
373.8107019,30.01152074
373.6676883,30.02468729
373.2124963,30.03785385
373.3358966,30.05266623
373.3424344,30.0674786
373.067031,30.08064516
373.1087092,30.09545754
372.4753631,30.11026991
372.3560488,30.12343647
373.1724525,30.13660303
372.2686062,30.14976959
371.7243371,30.16293614
371.6695833,30.1761027
371.7071755,30.1925609
371.7161649,30.20572745
371.6189156,30.22053983
371.2446285,30.23370639
370.8180392,30.24851876
370.732231,30.26168532
371.1302176,30.2764977
370.4192355,30.28801843
370.0016356,30.30118499
369.9730329,30.31599737
369.7744482,30.33080974
369.6518651,30.34562212
369.4867865,30.35878868
369.1958559,30.37360105
368.9139147,30.38676761
368.4677121,30.39993417
369.1345643,30.41474654
368.5616925,30.4279131
367.582662,30.44107966
367.7943221,30.45424621
367.2288053,30.46905859
367.4224867,30.48222515
367.1380938,30.49703752
366.2031932,30.5118499
365.9539408,30.52501646
365.703054,30.53818302
366.0528246,30.55299539
365.3532835,30.56616195
364.3693496,30.57768269
364.470685,30.59249506
364.1250006,30.60730744
363.7932089,30.62211982
363.7245624,30.63693219
362.5207961,30.65009875
362.1930906,30.66491113
361.8939877,30.67807768
361.8343306,30.69124424
360.6411882,30.7044108
359.6531682,30.71757735
359.4504974,30.73074391
358.9184867,30.74555629
358.0890075,30.76036866
357.6199228,30.77518104
356.1807969,30.7883476
355.5270202,30.80315997
355.0979793,30.81632653
354.4817948,30.82949309
353.0492067,30.84430546
351.6378663,30.8558262
350.9628419,30.87063858
350.0385651,30.88545095
348.2382276,30.90026333
