,Location,Date,Hum,Raf,Tmx,Tav,Tmi,landUse,Mosq
1000,KBS,2013-10-16 00:00:00,53.1,0,16.8,11.2,6.1,2.0,4.0
1001,KBS,2013-10-17 00:00:00,55.5,0,18.9,12.4,6.8,2.0,5.0
1002,KBS,2013-10-18 00:00:00,54.8,0,20.2,13.6,8.1,2.0,3.0
1003,KBS,2013-10-19 00:00:00,59.1,0,19.5,14.6,9.8,2.0,11.0
1004,KBS,2013-10-20 00:00:00,60.1,0,22.9,16.7,11.7,2.0,21.0
1005,KBS,2014-05-01 00:00:00,60.5,0,22.1,16.0,10.4,2.0,49.0
1006,KBS,2014-05-02 00:00:00,70.9,1.0,24.8,15.7,11.1,2.0,17.0
1007,KBS,2014-05-03 00:00:00,54.6,0,19.3,13.1,8.0,2.0,15.0
1008,KBS,2014-05-04 00:00:00,57.8,0.2,20.5,12.3,8.5,2.0,19.0
1009,KBS,2014-05-05 00:00:00,56.5,0,15.5,11.3,6.8,2.0,8.0
1010,KBS,2014-05-06 00:00:00,45.9,0,19.0,13.1,7.6,2.0,13.0
1011,KBS,2014-05-07 00:00:00,48.3,2.0,22.3,15.7,8.7,2.0,12.0
1012,KBS,2014-05-08 00:00:00,83.9,4.0,19.5,14.5,11.5,2.0,11.0
1013,KBS,2014-05-09 00:00:00,60.8,0,23.8,16.8,9.8,2.0,21.0
1014,KBS,2014-05-10 00:00:00,43.4,0,28.3,20.5,12.9,2.0,31.0
1015,KBS,2014-05-11 00:00:00,54.4,23.0,23.8,18.9,15.9,2.0,25.0
1016,KBS,2014-05-12 00:00:00,79.1,10.0,20.4,16.4,13.6,2.0,36.0
1017,KBS,2014-05-13 00:00:00,69.9,0,25.6,19.2,11.9,2.0,16.0
1018,KBS,2014-05-14 00:00:00,59.1,0,25.9,19.6,15.3,2.0,13.0
1019,KBS,2014-05-15 00:00:00,66.9,0.3,23.7,18.2,14.5,2.0,19.0
1020,KBS,2014-05-16 00:00:00,50.3,0,26.2,19.0,12.3,2.0,19.0
1021,KBS,2014-05-17 00:00:00,48.0,0,26.2,20.0,14.3,2.0,85.0
1022,KBS,2014-05-18 00:00:00,50.1,0,27.1,20.3,13.7,2.0,38.0
1023,KBS,2014-05-19 00:00:00,55.1,0,26.2,20.0,14.1,2.0,28.0
1024,KBS,2014-05-20 00:00:00,45.4,0,28.4,21.5,16.1,2.0,221.0
1025,KBS,2014-05-21 00:00:00,65.3,0,26.5,20.1,15.9,2.0,103.0
1026,KBS,2014-05-22 00:00:00,63.4,0,28.3,20.9,13.6,2.0,14.0
1027,KBS,2014-05-23 00:00:00,68.4,0,27.8,22.0,17.6,2.0,19.0
1028,KBS,2014-05-24 00:00:00,68.8,0,27.9,21.3,16.9,2.0,10.0
1029,KBS,2014-05-25 00:00:00,78.9,21.0,24.9,20.5,18.3,2.0,16.0
1030,KBS,2014-05-26 00:00:00,67.4,1.5,24.7,19.4,16.5,2.0,18.0
1031,KBS,2014-05-27 00:00:00,49.5,0,28.3,22.8,16.7,2.0,19.0
1032,KBS,2014-05-28 00:00:00,60.8,0,29.8,24.0,19.9,2.0,25.0
1033,KBS,2014-05-29 00:00:00,54.6,0,30.9,23.2,17.5,2.0,25.0
1034,KBS,2014-05-30 00:00:00,42.5,0,31.8,24.8,17.3,2.0,16.0
1035,KBS,2014-05-31 00:00:00,50.3,0,33.3,26.2,20.5,2.0,13.0
1036,KBS,2014-06-01 00:00:00,58.1,0,29.9,24.7,20.4,2.0,16.0
1037,KBS,2014-06-02 00:00:00,73.5,2.0,24.6,22.6,20.6,2.0,20.0
1038,KBS,2014-06-03 00:00:00,95.3,33.0,21.0,18.7,17.5,2.0,29.0
1039,KBS,2014-06-04 00:00:00,61.5,0,27.8,22.8,18.7,2.0,19.0
1040,KBS,2014-06-05 00:00:00,58.8,0,26.1,22.9,20.4,2.0,26.0
1041,KBS,2014-06-06 00:00:00,58.9,0,31.1,24.4,18.8,2.0,50.0
1042,KBS,2014-06-07 00:00:00,65.1,0,27.1,23.5,19.7,2.0,45.0
1043,KBS,2014-06-08 00:00:00,75.3,0,24.5,21.4,19.2,2.0,29.0
1044,KBS,2014-06-09 00:00:00,70.8,0,28.7,22.9,18.5,2.0,33.0
1045,KBS,2014-06-10 00:00:00,72.0,5.5,29.3,23.6,20.0,2.0,26.0
1046,KBS,2014-06-11 00:00:00,87.1,19.0,26.9,20.5,18.3,2.0,27.0
1047,KBS,2014-06-12 00:00:00,73.9,0.1,27.1,21.2,17.3,2.0,25.0
1048,KBS,2014-06-13 00:00:00,79.0,0.0,25.8,21.3,18.4,2.0,28.0
1049,KBS,2014-06-14 00:00:00,71.6,0,27.7,22.5,18.3,2.0,17.0
1050,KBS,2014-06-15 00:00:00,69.9,0,28.5,23.2,19.5,2.0,20.0
1051,KBS,2014-06-16 00:00:00,66.4,0,29.0,23.9,19.1,2.0,14.0
1052,KBS,2014-06-17 00:00:00,71.8,3.5,30.7,24.5,21.5,2.0,49.0
1053,KBS,2014-06-18 00:00:00,71.3,0.1,29.1,24.4,20.5,2.0,0.0
1054,KBS,2014-06-19 00:00:00,79.3,0.0,25.6,22.5,20.8,2.0,807.0
1055,KBS,2014-06-20 00:00:00,76.5,1.5,28.6,24.2,20.7,2.0,130.0
1056,KBS,2014-06-21 00:00:00,80.9,8.5,28.2,23.1,19.8,2.0,67.0
1057,KBS,2014-06-22 00:00:00,74.4,0.4,29.0,23.7,20.2,2.0,54.0
1058,KBS,2014-06-23 00:00:00,91.4,24.5,23.2,21.0,19.4,2.0,42.0
1059,KBS,2014-06-24 00:00:00,74.6,0,27.2,22.9,19.4,2.0,63.0
1060,KBS,2014-06-25 00:00:00,74.1,0,29.0,23.8,20.2,2.0,44.0
1061,KBS,2014-06-26 00:00:00,68.0,0,29.5,24.4,20.2,2.0,62.0
1062,KBS,2014-06-27 00:00:00,74.8,0,29.5,24.1,20.6,2.0,75.0
1063,KBS,2014-06-28 00:00:00,71.6,0.0,28.4,23.8,21.3,2.0,34.0
1064,KBS,2014-06-29 00:00:00,70.3,0,29.8,24.1,20.9,2.0,45.0
1065,KBS,2014-06-30 00:00:00,68.0,0,30.2,25.3,21.2,2.0,179.0
1066,KBS,2014-07-01 00:00:00,67.8,0,31.2,26.0,21.1,2.0,157.0
1067,KBS,2014-07-02 00:00:00,77.3,20.5,31.1,25.7,22.1,2.0,117.0
1068,KBS,2014-07-03 00:00:00,85.5,2.0,24.7,22.6,21.4,2.0,242.0
1069,KBS,2014-07-04 00:00:00,62.1,0,32.3,26.8,21.6,2.0,54.0
1070,KBS,2014-07-05 00:00:00,70.4,0,29.7,25.7,22.3,2.0,79.0
1071,KBS,2014-07-06 00:00:00,65.8,0,29.5,25.7,23.0,2.0,141.0
1072,KBS,2014-07-07 00:00:00,61.4,0,33.8,27.1,20.8,2.0,100.0
1073,KBS,2014-07-08 00:00:00,73.0,0.2,29.3,25.9,23.7,2.0,103.0
1074,KBS,2014-07-09 00:00:00,78.3,0.5,33.0,27.6,25.6,2.0,157.0
1075,KBS,2014-07-10 00:00:00,57.9,0,33.6,28.9,24.6,2.0,81.0
1076,KBS,2014-07-11 00:00:00,63.4,0,32.8,27.1,23.0,2.0,64.0
1077,KBS,2014-07-12 00:00:00,74.3,0,29.6,25.3,22.9,2.0,1.0
1078,KBS,2014-07-13 00:00:00,73.4,0,29.4,25.4,23.0,2.0,2.0
1079,KBS,2014-07-14 00:00:00,70.8,0,30.7,26.4,22.8,2.0,3.0
1080,KBS,2014-07-15 00:00:00,69.4,0,32.3,26.8,23.9,2.0,3.0
1081,KBS,2014-07-16 00:00:00,68.4,0,32.2,26.6,23.5,2.0,0.0
1082,KBS,2014-07-17 00:00:00,75.9,0.2,29.6,25.9,23.6,2.0,0.0
1083,KBS,2014-07-18 00:00:00,80.5,1.5,30.6,26.1,22.6,2.0,84.0
1084,KBS,2014-07-19 00:00:00,79.8,0,30.7,27.0,24.7,2.0,94.0
1085,KBS,2014-07-20 00:00:00,75.8,0,33.2,27.9,24.6,2.0,127.0
1086,KBS,2014-07-21 00:00:00,73.9,0,31.6,27.3,24.4,2.0,346.0
1087,KBS,2014-07-22 00:00:00,83.9,16.5,28.2,25.9,24.6,2.0,99.0
1088,KBS,2014-07-23 00:00:00,90.0,55.0,25.2,23.6,21.7,2.0,51.0
1089,KBS,2014-07-24 00:00:00,92.8,48.0,24.5,21.9,19.1,2.0,246.0
1090,KBS,2014-07-25 00:00:00,81.9,59.5,33.7,27.5,22.1,2.0,156.0
1091,KBS,2014-07-26 00:00:00,86.1,2.5,27.3,22.6,20.8,2.0,18.0
1092,KBS,2014-07-27 00:00:00,75.0,0,30.6,25.0,21.4,2.0,76.0
1093,KBS,2014-07-28 00:00:00,71.6,0,31.3,26.6,21.6,2.0,190.0
1094,KBS,2014-07-29 00:00:00,68.4,0,30.1,26.5,23.4,2.0,135.0
1095,KBS,2014-07-30 00:00:00,70.6,0,33.5,28.6,25.0,2.0,124.0
1096,KBS,2014-07-31 00:00:00,75.9,1.5,34.4,28.6,25.8,2.0,60.0
1097,KBS,2014-08-01 00:00:00,63.4,0,34.7,30.2,24.7,2.0,48.0
1098,KBS,2014-08-02 00:00:00,55.0,0.0,35.8,31.4,28.7,2.0,37.0
1099,KBS,2014-08-03 00:00:00,87.6,13.0,30.5,26.5,24.1,2.0,21.0
1100,KBS,2014-08-04 00:00:00,93.0,6.5,29.6,26.4,24.7,2.0,103.0
1101,KBS,2014-08-05 00:00:00,87.5,0.0,29.2,26.6,25.0,2.0,34.0
1102,KBS,2014-08-06 00:00:00,92.4,10.5,26.2,24.4,22.5,2.0,58.0
1103,KBS,2014-08-07 00:00:00,91.1,0.2,27.1,24.7,22.6,2.0,5.0
1104,KBS,2014-08-08 00:00:00,62.3,0,30.6,26.1,21.9,2.0,4.0
1105,KBS,2014-08-09 00:00:00,48.4,0,31.6,26.5,22.3,2.0,1.0
1106,KBS,2014-08-10 00:00:00,79.4,42.5,27.7,23.4,19.6,2.0,1.0
1107,KBS,2014-08-11 00:00:00,78.4,0,28.6,23.7,18.3,2.0,6.0
1108,KBS,2014-08-12 00:00:00,77.8,0,30.4,25.8,22.3,2.0,55.0
1109,KBS,2014-08-13 00:00:00,75.3,0.0,26.7,24.2,22.5,2.0,6.0
1110,KBS,2014-08-14 00:00:00,78.6,0.5,24.2,22.3,21.4,2.0,51.0
1111,KBS,2014-08-15 00:00:00,72.9,0,29.6,24.9,20.9,2.0,37.0
1112,KBS,2014-08-16 00:00:00,73.9,0,31.8,26.1,22.2,2.0,56.0
1113,KBS,2014-08-17 00:00:00,81.1,3.0,25.0,24.0,22.9,2.0,61.0
1114,KBS,2014-08-18 00:00:00,90.0,11.5,24.4,22.3,20.9,2.0,44.0
1115,KBS,2014-08-19 00:00:00,96.6,4.5,25.3,22.3,20.4,2.0,49.0
1116,KBS,2014-08-20 00:00:00,86.0,0.5,28.0,24.8,22.4,2.0,62.0
1117,KBS,2014-08-21 00:00:00,96.5,46.5,24.6,23.1,21.8,2.0,0.0
1118,KBS,2014-08-22 00:00:00,83.4,15.0,28.2,24.7,21.8,2.0,40.0
1119,KBS,2014-08-23 00:00:00,79.5,0.5,29.7,25.2,22.8,2.0,53.0
1120,KBS,2014-08-24 00:00:00,75.5,0.1,30.7,25.6,20.7,2.0,59.0
1121,KBS,2014-08-25 00:00:00,71.8,0.0,28.6,25.9,24.1,2.0,66.0
1122,KBS,2014-08-26 00:00:00,71.4,11.5,29.6,25.4,21.6,2.0,21.0
1123,KBS,2014-08-27 00:00:00,66.8,0,28.6,24.6,21.1,2.0,21.0
1124,KBS,2014-08-28 00:00:00,65.3,0,30.7,25.1,19.8,2.0,27.0
1125,KBS,2014-08-29 00:00:00,71.9,6.5,30.1,25.2,21.0,2.0,52.0
1126,KBS,2014-08-30 00:00:00,71.6,0,30.7,24.6,19.9,2.0,55.0
1127,KBS,2014-08-31 00:00:00,68.6,0,29.0,24.1,20.7,2.0,70.0
1128,KBS,2014-09-01 00:00:00,72.5,1.5,29.7,24.1,20.4,2.0,85.0
1129,KBS,2014-09-02 00:00:00,73.6,6.0,27.7,23.1,19.3,2.0,54.0
1130,KBS,2014-09-03 00:00:00,99.8,57.5,20.6,19.1,17.4,2.0,47.0
1131,KBS,2014-09-04 00:00:00,79.4,0,27.6,22.4,18.0,2.0,19.0
1132,KBS,2014-09-05 00:00:00,76.0,0,29.0,23.8,20.0,2.0,4.0
1133,KBS,2014-09-06 00:00:00,66.9,0,30.8,25.2,20.3,2.0,8.0
1134,KBS,2014-09-07 00:00:00,72.1,0,31.3,25.3,19.8,2.0,3.0
1135,KBS,2014-09-08 00:00:00,75.0,0,30.2,24.8,20.6,2.0,6.0
1136,KBS,2014-09-09 00:00:00,66.5,0,28.2,23.3,19.9,2.0,7.0
1137,KBS,2014-09-10 00:00:00,60.6,0,28.9,22.4,16.7,2.0,3.0
1138,KBS,2014-09-11 00:00:00,61.1,0,29.2,23.3,17.5,2.0,0.0
1139,KBS,2014-09-12 00:00:00,74.9,0.1,26.6,21.3,18.6,2.0,2.0
1140,KBS,2014-09-13 00:00:00,60.9,0,28.3,23.1,18.6,2.0,2.0
1141,KBS,2014-09-14 00:00:00,60.6,0,28.4,23.0,18.2,2.0,1.0
1142,KBS,2014-09-15 00:00:00,64.9,0,27.5,23.1,20.6,2.0,3.0
1143,KBS,2014-09-16 00:00:00,43.8,0,27.0,21.3,15.8,2.0,1.0
1144,KBS,2014-09-17 00:00:00,52.3,0,22.6,20.2,17.6,2.0,1.0
1145,KBS,2014-09-18 00:00:00,56.5,0,27.0,20.6,16.2,2.0,23.0
1146,KBS,2014-09-19 00:00:00,55.0,0,28.4,21.4,14.9,2.0,17.0
1147,KBS,2014-09-20 00:00:00,52.5,0,28.1,21.6,15.4,2.0,48.0
1148,KBS,2014-09-21 00:00:00,61.6,0.0,25.6,20.2,17.5,2.0,62.0
1149,KBS,2014-09-22 00:00:00,57.5,0,27.9,21.4,15.0,2.0,36.0
1150,KBS,2014-09-23 00:00:00,52.1,0,29.0,23.0,18.1,2.0,51.0
1151,KBS,2014-09-24 00:00:00,77.9,6.5,23.8,20.3,18.0,2.0,62.0
1152,KBS,2014-09-25 00:00:00,66.9,0,27.7,22.2,17.7,2.0,58.0
1153,KBS,2014-09-26 00:00:00,78.1,0.0,24.2,21.0,18.6,2.0,93.0
1154,KBS,2014-09-27 00:00:00,79.0,0,25.1,21.4,18.3,2.0,166.0
1155,KBS,2014-09-28 00:00:00,85.5,0.5,24.7,21.7,19.2,2.0,362.0
1156,KBS,2014-09-29 00:00:00,99.0,16.0,20.7,19.4,17.7,2.0,196.0
1157,KBS,2014-09-30 00:00:00,72.5,0,23.7,18.9,15.4,2.0,49.0
1158,KBS,2014-10-01 00:00:00,68.6,0,24.4,19.2,14.9,2.0,24.0
1159,KBS,2014-10-02 00:00:00,89.0,9.0,20.1,18.1,17.1,2.0,42.0
1160,KBS,2014-10-03 00:00:00,74.3,0,20.8,16.1,13.4,2.0,9.0
1161,KBS,2014-10-04 00:00:00,62.0,0,23.0,16.9,11.6,2.0,19.0
1162,KBS,2014-10-05 00:00:00,53.1,0,23.2,17.1,12.5,2.0,19.0
1163,KBS,2014-10-06 00:00:00,57.0,0,22.6,16.6,10.5,2.0,22.0
1164,KBS,2014-10-07 00:00:00,64.8,0,22.5,16.1,11.6,2.0,24.0
1165,KBS,2014-10-08 00:00:00,61.5,0,23.6,16.7,10.0,2.0,19.0
1166,KBS,2014-10-09 00:00:00,60.4,0,25.4,18.6,12.4,2.0,22.0
1167,KBS,2014-10-10 00:00:00,63.3,0,26.3,19.0,12.5,2.0,42.0
1168,KBS,2014-10-11 00:00:00,57.4,0,25.6,19.4,13.6,2.0,5.0
1169,KBS,2014-10-12 00:00:00,48.5,0,29.0,21.2,13.9,2.0,18.0
1170,KBS,2014-10-13 00:00:00,51.9,0,21.7,17.4,11.0,2.0,6.0
1171,KBS,2014-10-14 00:00:00,51.8,0,20.0,13.8,8.5,2.0,0.0
1172,KBS,2014-10-15 00:00:00,60.4,0,20.0,13.8,8.9,2.0,1.0
1173,KBS,2014-10-16 00:00:00,53.8,2.5,18.0,13.2,9.3,2.0,0.0
1174,KBS,2014-10-17 00:00:00,53.8,0,21.2,13.6,6.6,2.0,0.0
1175,KBS,2014-10-18 00:00:00,68.9,0,22.5,15.5,9.4,2.0,7.0
1176,KBS,2014-10-19 00:00:00,61.0,0,22.7,17.0,11.2,2.0,8.0
1177,KBS,2014-10-20 00:00:00,97.8,21.5,17.1,14.4,12.9,2.0,31.0
1178,KBS,2014-10-21 00:00:00,92.8,18.5,15.7,13.8,11.9,2.0,14.0
1179,KBS,2014-10-22 00:00:00,69.0,0,18.7,13.6,10.4,2.0,0.0
1180,KBS,2014-10-23 00:00:00,67.8,0,20.6,13.8,8.5,2.0,3.0
1181,KBS,2014-10-24 00:00:00,78.0,0,21.0,15.1,9.9,2.0,3.0
1182,KBS,2014-10-25 00:00:00,81.1,0,22.2,16.5,12.9,2.0,7.0
1183,KBS,2014-10-26 00:00:00,76.9,0.5,19.9,16.0,11.6,2.0,17.0
1184,KBS,2014-10-27 00:00:00,35.3,0,16.9,10.7,6.1,2.0,2.0
1185,KBS,2014-10-28 00:00:00,43.4,0,19.4,10.2,2.7,2.0,0.0
1186,KBS,2014-10-29 00:00:00,46.4,0,20.8,12.1,4.9,2.0,0.0
1187,KBS,2014-10-30 00:00:00,45.8,0,20.8,14.2,7.7,2.0,1.0
1188,KBS,2014-10-31 00:00:00,62.1,0.2,18.2,15.0,12.8,2.0,6.0
1189,KBS,2014-11-01 00:00:00,63.4,0,22.9,17.3,15.1,2.0,14.0
1190,KBS,2014-11-02 00:00:00,50.5,2.5,15.4,12.0,7.1,2.0,13.0
1191,국회의원회관,2012-05-01 00:00:00,46.1,0,28.3,22.6,17.3,2.0,44.0
1192,국회의원회관,2012-05-02 00:00:00,47.3,0.4,29.1,23.1,19.0,2.0,44.0
1193,국회의원회관,2012-05-03 00:00:00,53.8,0.2,25.4,20.0,17.0,2.0,44.0
1194,국회의원회관,2012-05-04 00:00:00,48.8,0,25.7,19.7,14.3,2.0,44.0
1195,국회의원회관,2012-05-05 00:00:00,42.4,0,24.9,18.8,13.5,2.0,44.0
1196,국회의원회관,2012-05-06 00:00:00,31.9,0,24.1,18.1,13.1,2.0,44.0
1197,국회의원회관,2012-05-07 00:00:00,33.3,0,24.9,18.5,12.2,2.0,44.0
1198,국회의원회관,2012-05-08 00:00:00,27.5,0,28.0,20.8,14.2,2.0,44.0
1199,국회의원회관,2012-05-09 00:00:00,45.4,0,27.4,20.7,15.0,2.0,44.0
1200,국회의원회관,2012-05-10 00:00:00,45.1,0,26.6,20.1,15.5,2.0,44.0
1201,국회의원회관,2012-05-11 00:00:00,55.4,0,19.2,16.2,13.2,2.0,44.0
1202,국회의원회관,2012-05-12 00:00:00,57.9,0,21.1,17.1,14.4,2.0,44.0
1203,국회의원회관,2012-05-13 00:00:00,53.0,0,25.2,19.1,14.8,2.0,44.0
1204,국회의원회관,2012-05-14 00:00:00,78.8,6.5,17.2,16.1,15.1,2.0,44.0
1205,국회의원회관,2012-05-15 00:00:00,65.3,0.0,22.7,16.9,13.0,2.0,44.0
1206,국회의원회관,2012-05-16 00:00:00,58.6,0.0,22.0,16.6,12.7,2.0,0.0
1207,국회의원회관,2012-05-17 00:00:00,56.6,0.5,20.5,16.6,13.9,2.0,0.0
1208,국회의원회관,2012-05-18 00:00:00,51.4,0,24.5,18.1,12.0,2.0,2.0
1209,국회의원회관,2012-05-19 00:00:00,38.0,0,25.8,19.5,13.1,2.0,1.0
1210,국회의원회관,2012-05-20 00:00:00,39.1,0,28.7,21.3,14.5,2.0,0.0
1211,국회의원회관,2012-05-21 00:00:00,34.8,0,28.9,23.0,17.2,2.0,3.0
1212,국회의원회관,2012-05-22 00:00:00,34.6,0,29.3,23.3,17.8,2.0,4.0
1213,국회의원회관,2012-05-23 00:00:00,39.5,0,27.8,22.1,18.3,2.0,3.0
1214,국회의원회관,2012-05-24 00:00:00,53.0,0,24.0,19.7,17.0,2.0,1.0
1215,국회의원회관,2012-05-25 00:00:00,45.4,0,26.6,20.5,16.2,2.0,3.0
1216,국회의원회관,2012-05-26 00:00:00,44.8,0,26.1,19.8,14.1,2.0,0.0
1217,국회의원회관,2012-05-27 00:00:00,65.6,0.3,23.4,19.3,17.1,2.0,1.0
1218,국회의원회관,2012-05-28 00:00:00,58.0,0.1,26.0,20.9,16.4,2.0,1.0
1219,국회의원회관,2012-05-29 00:00:00,40.8,0,25.4,21.6,18.8,2.0,6.0
1220,국회의원회관,2012-05-30 00:00:00,44.4,0.0,23.6,20.7,18.6,2.0,0.0
1221,국회의원회관,2012-05-31 00:00:00,58.6,0.2,27.2,20.9,16.6,2.0,2.0
1222,국회의원회관,2012-06-01 00:00:00,52.3,0,26.7,21.4,16.3,2.0,1.0
1223,국회의원회관,2012-06-02 00:00:00,44.8,0,28.8,23.1,19.2,2.0,1.0
1224,국회의원회관,2012-06-03 00:00:00,38.9,0,29.1,23.3,18.0,2.0,1.0
1225,국회의원회관,2012-06-04 00:00:00,35.1,0,29.1,23.7,18.6,2.0,6.0
1226,국회의원회관,2012-06-05 00:00:00,62.6,0.0,27.5,22.5,19.8,2.0,0.0
1227,국회의원회관,2012-06-06 00:00:00,62.0,0,28.9,23.0,19.1,2.0,1.0
1228,국회의원회관,2012-06-07 00:00:00,62.8,0,29.4,23.0,18.5,2.0,1.0
1229,국회의원회관,2012-06-08 00:00:00,66.4,2.0,27.9,22.2,19.0,2.0,8.0
1230,국회의원회관,2012-06-09 00:00:00,59.5,0,29.9,24.2,18.6,2.0,6.0
1231,국회의원회관,2012-06-10 00:00:00,58.8,0,28.7,23.7,20.8,2.0,9.0
1232,국회의원회관,2012-06-11 00:00:00,59.4,0,27.8,23.2,20.3,2.0,3.0
1233,국회의원회관,2012-06-12 00:00:00,58.9,0.4,28.9,22.6,19.0,2.0,4.0
1234,국회의원회관,2012-06-13 00:00:00,53.1,0,28.9,23.4,18.3,2.0,97.0
1235,국회의원회관,2012-06-14 00:00:00,49.1,0,31.7,24.8,19.3,2.0,7.0
1236,국회의원회관,2012-06-15 00:00:00,52.8,0,28.0,23.7,20.4,2.0,6.0
1237,국회의원회관,2012-06-16 00:00:00,61.3,0,29.9,23.5,20.2,2.0,7.0
1238,국회의원회관,2012-06-17 00:00:00,52.5,0,29.8,23.6,18.1,2.0,5.0
1239,국회의원회관,2012-06-18 00:00:00,46.5,0,30.2,24.9,20.1,2.0,19.0
1240,국회의원회관,2012-06-19 00:00:00,44.8,0,33.5,26.0,20.9,2.0,0.0
1241,국회의원회관,2012-06-20 00:00:00,49.1,0,31.3,25.4,21.3,2.0,19.0
1242,국회의원회관,2012-06-21 00:00:00,55.3,0,32.4,25.7,21.3,2.0,5.0
1243,국회의원회관,2012-06-22 00:00:00,61.4,0.0,29.3,24.3,21.3,2.0,28.0
1244,국회의원회관,2012-06-23 00:00:00,55.8,0,31.7,26.2,21.5,2.0,29.0
1245,국회의원회관,2012-06-24 00:00:00,48.3,0,32.8,27.8,23.6,2.0,23.0
1246,국회의원회관,2012-06-25 00:00:00,40.5,0,33.2,26.5,22.2,2.0,14.0
1247,국회의원회관,2012-06-26 00:00:00,44.9,0,30.8,24.6,20.6,2.0,10.0
1248,국회의원회관,2012-06-27 00:00:00,47.1,0,31.0,24.8,19.3,2.0,9.0
1249,국회의원회관,2012-06-28 00:00:00,50.4,0,29.6,25.3,20.9,2.0,9.0
1250,국회의원회관,2012-06-29 00:00:00,60.4,20.0,31.0,25.9,22.0,2.0,18.0
1251,국회의원회관,2012-06-30 00:00:00,87.8,69.5,23.7,21.9,20.2,2.0,0.0
1252,국회의원회관,2012-07-01 00:00:00,80.1,0.0,25.4,21.6,19.2,2.0,3.0
1253,국회의원회관,2012-07-02 00:00:00,62.8,0,29.8,24.0,21.7,2.0,9.0
1254,국회의원회관,2012-07-03 00:00:00,78.1,25.0,25.7,22.7,19.7,2.0,17.0
1255,국회의원회관,2012-07-04 00:00:00,79.8,0.3,27.4,24.4,22.6,2.0,1.0
1256,국회의원회관,2012-07-05 00:00:00,89.6,72.0,24.6,22.7,20.9,2.0,5.0
1257,국회의원회관,2012-07-06 00:00:00,88.8,102.5,21.8,20.9,19.9,2.0,5.0
1258,국회의원회관,2012-07-07 00:00:00,62.1,0,31.0,24.8,18.5,2.0,7.0
1259,국회의원회관,2012-07-08 00:00:00,64.5,0,30.7,25.8,21.4,2.0,11.0
1260,국회의원회관,2012-07-09 00:00:00,64.1,0,32.3,26.3,21.9,2.0,34.0
1261,국회의원회관,2012-07-10 00:00:00,67.4,6.5,29.1,25.9,21.7,2.0,33.0
1262,국회의원회관,2012-07-11 00:00:00,83.5,8.0,26.5,23.3,21.0,2.0,12.0
1263,국회의원회관,2012-07-12 00:00:00,72.3,0.0,28.5,24.7,21.1,2.0,3.0
1264,국회의원회관,2012-07-13 00:00:00,76.1,76.5,29.3,26.1,21.8,2.0,23.0
1265,국회의원회관,2012-07-14 00:00:00,82.1,8.0,26.2,22.8,20.4,2.0,31.0
1266,국회의원회관,2012-07-15 00:00:00,89.5,32.5,20.5,19.7,19.1,2.0,0.0
1267,국회의원회관,2012-07-16 00:00:00,80.3,2.5,25.0,21.7,19.0,2.0,1.0
1268,국회의원회관,2012-07-17 00:00:00,70.5,0.0,29.0,25.5,21.6,2.0,7.0
1269,국회의원회관,2012-07-18 00:00:00,78.8,6.0,28.4,26.3,24.7,2.0,816.0
1270,국회의원회관,2012-07-19 00:00:00,85.3,72.5,26.5,23.9,22.4,2.0,21.0
1271,국회의원회관,2012-07-20 00:00:00,73.6,1.0,29.7,25.6,22.1,2.0,0.0
1272,국회의원회관,2012-07-21 00:00:00,67.4,0,31.4,27.5,24.1,2.0,10.0
1273,국회의원회관,2012-07-22 00:00:00,74.4,16.5,30.4,27.2,23.7,2.0,26.0
1274,국회의원회관,2012-07-23 00:00:00,73.9,1.0,30.5,27.6,25.6,2.0,21.0
1275,국회의원회관,2012-07-24 00:00:00,71.9,0,32.1,27.8,25.5,2.0,33.0
1276,국회의원회관,2012-07-25 00:00:00,68.0,0,32.1,27.9,24.2,2.0,23.0
1277,국회의원회관,2012-07-26 00:00:00,63.4,0,32.6,28.1,24.3,2.0,21.0
1278,국회의원회관,2012-07-27 00:00:00,68.0,0,32.3,27.9,24.9,2.0,31.0
1279,국회의원회관,2012-07-28 00:00:00,67.3,0,33.2,28.5,25.2,2.0,51.0
1280,국회의원회관,2012-07-29 00:00:00,66.8,0.0,33.2,29.2,26.2,2.0,61.0
1281,국회의원회관,2012-07-30 00:00:00,72.3,18.0,31.6,28.4,23.0,2.0,40.0
1282,국회의원회관,2012-07-31 00:00:00,66.1,0.1,33.0,29.0,26.6,2.0,32.0
1283,국회의원회관,2012-08-01 00:00:00,56.8,0,35.3,30.8,25.9,2.0,2.0
1284,국회의원회관,2012-08-02 00:00:00,53.6,0,35.5,30.8,26.8,2.0,48.0
1285,국회의원회관,2012-08-03 00:00:00,51.9,0,35.4,31.3,27.1,2.0,5.0
1286,국회의원회관,2012-08-04 00:00:00,50.1,0,36.2,31.7,28.2,2.0,25.0
1287,국회의원회관,2012-08-05 00:00:00,51.0,0,36.7,31.8,27.5,2.0,22.0
1288,국회의원회관,2012-08-06 00:00:00,54.1,0,35.8,31.5,27.8,2.0,2000.0
1289,국회의원회관,2012-08-07 00:00:00,48.0,0,35.0,30.7,26.6,2.0,52.0
1290,국회의원회관,2012-08-08 00:00:00,51.6,0,34.3,29.6,25.6,2.0,2000.0
1291,국회의원회관,2012-08-09 00:00:00,63.5,0,34.6,29.7,26.6,2.0,36.0
