,Location,Date,Hum,Raf,Tmx,Tav,Tmi,landUse,Mosq
1292,국회의원회관,2012-08-10 00:00:00,69.4,0.3,29.0,27.4,25.7,2.0,45.0
1293,국회의원회관,2012-08-11 00:00:00,65.0,0,31.8,27.7,24.0,2.0,17.0
1294,국회의원회관,2012-08-12 00:00:00,80.3,17.0,27.9,25.5,22.3,2.0,58.0
1295,국회의원회관,2012-08-13 00:00:00,65.0,2.0,32.1,26.6,22.1,2.0,73.0
1296,국회의원회관,2012-08-14 00:00:00,64.3,15.5,31.2,26.7,23.2,2.0,1.0
1297,국회의원회관,2012-08-15 00:00:00,88.0,136.5,27.1,23.7,22.4,2.0,11.0
1298,국회의원회관,2012-08-16 00:00:00,68.8,0,28.9,26.0,22.7,2.0,22.0
1299,국회의원회관,2012-08-17 00:00:00,74.0,0.0,32.2,27.5,24.3,2.0,17.0
1300,국회의원회관,2012-08-18 00:00:00,80.3,2.0,28.6,27.2,25.8,2.0,1.0
1301,국회의원회관,2012-08-19 00:00:00,75.8,5.0,30.8,27.9,26.3,2.0,3.0
1302,국회의원회관,2012-08-20 00:00:00,87.4,59.5,27.1,25.4,24.0,2.0,7.0
1303,국회의원회관,2012-08-21 00:00:00,85.4,137.0,28.7,25.3,23.5,2.0,0.0
1304,국회의원회관,2012-08-22 00:00:00,80.5,17.0,24.6,22.0,20.3,2.0,3.0
1305,국회의원회관,2012-08-23 00:00:00,68.3,0.1,25.7,23.0,20.5,2.0,26.0
1306,국회의원회관,2012-08-24 00:00:00,70.0,7.5,26.1,23.3,21.1,2.0,6.0
1307,국회의원회관,2012-08-25 00:00:00,80.1,11.5,28.9,25.0,21.5,2.0,1.0
1308,국회의원회관,2012-08-26 00:00:00,72.3,0.0,32.4,27.5,24.1,2.0,6.0
1309,국회의원회관,2012-08-27 00:00:00,59.9,0,32.9,28.5,24.5,2.0,0.0
1310,국회의원회관,2012-08-28 00:00:00,69.5,13.5,29.4,26.1,21.8,2.0,3.0
1311,국회의원회관,2012-08-29 00:00:00,70.3,6.0,29.1,25.7,21.7,2.0,0.0
1312,국회의원회관,2012-08-30 00:00:00,85.8,34.5,24.7,21.4,18.7,2.0,2.0
1313,국회의원회관,2012-08-31 00:00:00,65.6,0,28.4,23.8,18.7,2.0,3.0
1314,국회의원회관,2012-09-01 00:00:00,69.0,0,29.4,25.2,22.3,2.0,2.0
1315,국회의원회관,2012-09-02 00:00:00,65.1,0,29.5,25.0,20.8,2.0,5.0
1316,국회의원회관,2012-09-03 00:00:00,71.4,0,28.5,24.9,22.2,2.0,20.0
1317,국회의원회관,2012-09-04 00:00:00,84.1,55.5,24.4,22.0,19.7,2.0,96.0
1318,국회의원회관,2012-09-05 00:00:00,61.1,10.5,26.1,22.3,19.2,2.0,20.0
1319,국회의원회관,2012-09-06 00:00:00,52.9,0,27.1,21.6,16.0,2.0,2.0
1320,국회의원회관,2012-09-07 00:00:00,60.6,3.0,27.2,22.5,16.9,2.0,12.0
1321,국회의원회관,2012-09-08 00:00:00,71.8,25.0,23.7,20.2,17.7,2.0,0.0
1322,국회의원회관,2012-09-09 00:00:00,68.4,0,25.0,20.9,17.1,2.0,15.0
1323,국회의원회관,2012-09-10 00:00:00,61.4,0,28.3,23.2,17.8,2.0,4.0
1324,국회의원회관,2012-09-11 00:00:00,53.1,0,27.5,22.8,18.1,2.0,5.0
1325,국회의원회관,2012-09-12 00:00:00,68.9,0.5,24.8,21.6,19.6,2.0,20.0
1326,국회의원회관,2012-09-13 00:00:00,87.1,13.5,21.1,20.0,18.6,2.0,3.0
1327,국회의원회관,2012-09-14 00:00:00,68.5,2.0,21.8,19.4,17.3,2.0,9.0
1328,국회의원회관,2012-09-15 00:00:00,56.8,0,25.5,21.0,17.0,2.0,4.0
1329,국회의원회관,2012-09-16 00:00:00,60.1,2.5,22.1,19.9,17.5,2.0,17.0
1330,국회의원회관,2012-09-17 00:00:00,86.8,85.5,18.4,17.3,16.0,2.0,3.0
1331,국회의원회관,2012-09-18 00:00:00,69.4,0,24.6,20.9,17.7,2.0,3.0
1332,국회의원회관,2012-09-19 00:00:00,63.9,0,25.2,20.6,17.7,2.0,17.0
1333,국회의원회관,2012-09-20 00:00:00,69.6,0.0,24.7,20.1,15.6,2.0,6.0
1334,국회의원회관,2012-09-21 00:00:00,68.3,0,24.3,20.1,17.2,2.0,2.0
1335,국회의원회관,2012-09-22 00:00:00,60.6,0,26.4,20.7,15.2,2.0,2.0
1336,국회의원회관,2012-09-23 00:00:00,56.6,0,26.6,21.2,16.4,2.0,4.0
1337,국회의원회관,2012-09-24 00:00:00,49.8,0,27.5,21.5,16.1,2.0,4.0
1338,국회의원회관,2012-09-25 00:00:00,52.3,0,27.8,21.8,16.9,2.0,37.0
1339,국회의원회관,2012-09-26 00:00:00,60.0,0,25.4,21.3,17.5,2.0,7.0
1340,국회의원회관,2012-09-27 00:00:00,62.0,0,23.6,20.3,17.7,2.0,2.0
1341,국회의원회관,2012-09-28 00:00:00,72.3,13.5,22.0,18.0,15.4,2.0,44.0
1342,국회의원회관,2014-05-01 00:00:00,60.5,0,22.1,16.0,10.4,2.0,4.0
1343,국회의원회관,2014-05-02 00:00:00,70.9,1.0,24.8,15.7,11.1,2.0,72.0
1344,국회의원회관,2014-05-03 00:00:00,54.6,0,19.3,13.1,8.0,2.0,42.0
1345,국회의원회관,2014-05-04 00:00:00,57.8,0.2,20.5,12.3,8.5,2.0,35.0
1346,국회의원회관,2014-05-05 00:00:00,56.5,0,15.5,11.3,6.8,2.0,18.0
1347,국회의원회관,2014-05-06 00:00:00,45.9,0,19.0,13.1,7.6,2.0,40.0
1348,국회의원회관,2014-05-07 00:00:00,48.3,2.0,22.3,15.7,8.7,2.0,23.0
1349,국회의원회관,2014-05-08 00:00:00,83.9,4.0,19.5,14.5,11.5,2.0,35.0
1350,국회의원회관,2014-05-09 00:00:00,60.8,0,23.8,16.8,9.8,2.0,18.0
1351,국회의원회관,2014-05-10 00:00:00,43.4,0,28.3,20.5,12.9,2.0,29.0
1352,국회의원회관,2014-05-11 00:00:00,54.4,23.0,23.8,18.9,15.9,2.0,26.0
1353,국회의원회관,2014-05-12 00:00:00,79.1,10.0,20.4,16.4,13.6,2.0,16.0
1354,국회의원회관,2014-05-13 00:00:00,69.9,0,25.6,19.2,11.9,2.0,27.0
1355,국회의원회관,2014-05-14 00:00:00,59.1,0,25.9,19.6,15.3,2.0,10.0
1356,국회의원회관,2014-05-15 00:00:00,66.9,0.3,23.7,18.2,14.5,2.0,42.0
1357,국회의원회관,2014-05-16 00:00:00,50.3,0,26.2,19.0,12.3,2.0,16.0
1358,국회의원회관,2014-05-17 00:00:00,48.0,0,26.2,20.0,14.3,2.0,39.0
1359,국회의원회관,2014-05-18 00:00:00,50.1,0,27.1,20.3,13.7,2.0,29.0
1360,국회의원회관,2014-05-19 00:00:00,55.1,0,26.2,20.0,14.1,2.0,33.0
1361,국회의원회관,2014-05-20 00:00:00,45.4,0,28.4,21.5,16.1,2.0,28.0
1362,국회의원회관,2014-05-21 00:00:00,65.3,0,26.5,20.1,15.9,2.0,4.0
1363,국회의원회관,2014-05-22 00:00:00,63.4,0,28.3,20.9,13.6,2.0,0.0
1364,국회의원회관,2014-05-23 00:00:00,68.4,0,27.8,22.0,17.6,2.0,0.0
1365,국회의원회관,2014-05-24 00:00:00,68.8,0,27.9,21.3,16.9,2.0,0.0
1366,국회의원회관,2014-05-25 00:00:00,78.9,21.0,24.9,20.5,18.3,2.0,0.0
1367,국회의원회관,2014-05-26 00:00:00,67.4,1.5,24.7,19.4,16.5,2.0,0.0
1368,국회의원회관,2014-05-27 00:00:00,49.5,0,28.3,22.8,16.7,2.0,0.0
1369,국회의원회관,2014-05-28 00:00:00,60.8,0,29.8,24.0,19.9,2.0,0.0
1370,국회의원회관,2014-05-29 00:00:00,54.6,0,30.9,23.2,17.5,2.0,0.0
1371,국회의원회관,2014-05-30 00:00:00,42.5,0,31.8,24.8,17.3,2.0,0.0
1372,국회의원회관,2014-05-31 00:00:00,50.3,0,33.3,26.2,20.5,2.0,0.0
1373,국회의원회관,2014-06-01 00:00:00,58.1,0,29.9,24.7,20.4,2.0,0.0
1374,국회의원회관,2014-06-02 00:00:00,73.5,2.0,24.6,22.6,20.6,2.0,0.0
1375,국회의원회관,2014-06-03 00:00:00,95.3,33.0,21.0,18.7,17.5,2.0,0.0
1376,국회의원회관,2014-06-04 00:00:00,61.5,0,27.8,22.8,18.7,2.0,0.0
1377,국회의원회관,2014-06-05 00:00:00,58.8,0,26.1,22.9,20.4,2.0,0.0
1378,국회의원회관,2014-06-06 00:00:00,58.9,0,31.1,24.4,18.8,2.0,0.0
1379,국회의원회관,2014-06-07 00:00:00,65.1,0,27.1,23.5,19.7,2.0,0.0
1380,국회의원회관,2014-06-08 00:00:00,75.3,0,24.5,21.4,19.2,2.0,0.0
1381,국회의원회관,2014-06-09 00:00:00,70.8,0,28.7,22.9,18.5,2.0,0.0
1382,국회의원회관,2014-06-10 00:00:00,72.0,5.5,29.3,23.6,20.0,2.0,0.0
1383,국회의원회관,2014-06-11 00:00:00,87.1,19.0,26.9,20.5,18.3,2.0,0.0
1384,국회의원회관,2014-06-12 00:00:00,73.9,0.1,27.1,21.2,17.3,2.0,0.0
1385,국회의원회관,2014-06-13 00:00:00,79.0,0.0,25.8,21.3,18.4,2.0,0.0
1386,국회의원회관,2014-06-14 00:00:00,71.6,0,27.7,22.5,18.3,2.0,0.0
1387,국회의원회관,2014-06-15 00:00:00,69.9,0,28.5,23.2,19.5,2.0,0.0
1388,국회의원회관,2014-06-16 00:00:00,66.4,0,29.0,23.9,19.1,2.0,0.0
1389,국회의원회관,2014-06-17 00:00:00,71.8,3.5,30.7,24.5,21.5,2.0,4.0
1390,국회의원회관,2014-06-18 00:00:00,71.3,0.1,29.1,24.4,20.5,2.0,0.0
1391,국회의원회관,2014-06-19 00:00:00,79.3,0.0,25.6,22.5,20.8,2.0,0.0
1392,국회의원회관,2014-06-20 00:00:00,76.5,1.5,28.6,24.2,20.7,2.0,0.0
1393,국회의원회관,2014-06-21 00:00:00,80.9,8.5,28.2,23.1,19.8,2.0,0.0
1394,국회의원회관,2014-06-22 00:00:00,74.4,0.4,29.0,23.7,20.2,2.0,0.0
1395,국회의원회관,2014-06-23 00:00:00,91.4,24.5,23.2,21.0,19.4,2.0,0.0
1396,국회의원회관,2014-06-24 00:00:00,74.6,0,27.2,22.9,19.4,2.0,57.0
1397,국회의원회관,2014-06-25 00:00:00,74.1,0,29.0,23.8,20.2,2.0,63.0
1398,국회의원회관,2014-06-26 00:00:00,68.0,0,29.5,24.4,20.2,2.0,0.0
1399,국회의원회관,2014-06-27 00:00:00,74.8,0,29.5,24.1,20.6,2.0,0.0
1400,국회의원회관,2014-06-28 00:00:00,71.6,0.0,28.4,23.8,21.3,2.0,0.0
1401,국회의원회관,2014-06-29 00:00:00,70.3,0,29.8,24.1,20.9,2.0,0.0
1402,국회의원회관,2014-06-30 00:00:00,68.0,0,30.2,25.3,21.2,2.0,0.0
1403,국회의원회관,2014-07-01 00:00:00,67.8,0,31.2,26.0,21.1,2.0,0.0
1404,국회의원회관,2014-07-02 00:00:00,77.3,20.5,31.1,25.7,22.1,2.0,0.0
1405,국회의원회관,2014-07-03 00:00:00,85.5,2.0,24.7,22.6,21.4,2.0,0.0
1406,국회의원회관,2014-07-04 00:00:00,62.1,0,32.3,26.8,21.6,2.0,0.0
1407,국회의원회관,2014-07-05 00:00:00,70.4,0,29.7,25.7,22.3,2.0,0.0
1408,국회의원회관,2014-07-06 00:00:00,65.8,0,29.5,25.7,23.0,2.0,0.0
1409,국회의원회관,2014-07-07 00:00:00,61.4,0,33.8,27.1,20.8,2.0,0.0
1410,국회의원회관,2014-07-08 00:00:00,73.0,0.2,29.3,25.9,23.7,2.0,0.0
1411,국회의원회관,2014-07-09 00:00:00,78.3,0.5,33.0,27.6,25.6,2.0,0.0
1412,국회의원회관,2014-07-10 00:00:00,57.9,0,33.6,28.9,24.6,2.0,0.0
1413,국회의원회관,2014-07-11 00:00:00,63.4,0,32.8,27.1,23.0,2.0,0.0
1414,국회의원회관,2014-07-12 00:00:00,74.3,0,29.6,25.3,22.9,2.0,0.0
1415,국회의원회관,2014-07-13 00:00:00,73.4,0,29.4,25.4,23.0,2.0,0.0
1416,국회의원회관,2014-07-14 00:00:00,70.8,0,30.7,26.4,22.8,2.0,0.0
1417,국회의원회관,2014-07-15 00:00:00,69.4,0,32.3,26.8,23.9,2.0,0.0
1418,국회의원회관,2014-07-16 00:00:00,68.4,0,32.2,26.6,23.5,2.0,0.0
1419,국회의원회관,2014-07-17 00:00:00,75.9,0.2,29.6,25.9,23.6,2.0,0.0
1420,국회의원회관,2014-07-18 00:00:00,80.5,1.5,30.6,26.1,22.6,2.0,0.0
1421,국회의원회관,2014-07-19 00:00:00,79.8,0,30.7,27.0,24.7,2.0,0.0
1422,국회의원회관,2014-07-20 00:00:00,75.8,0,33.2,27.9,24.6,2.0,0.0
1423,국회의원회관,2014-07-21 00:00:00,73.9,0,31.6,27.3,24.4,2.0,0.0
1424,국회의원회관,2014-07-22 00:00:00,83.9,16.5,28.2,25.9,24.6,2.0,0.0
1425,국회의원회관,2014-07-23 00:00:00,90.0,55.0,25.2,23.6,21.7,2.0,0.0
1426,국회의원회관,2014-07-24 00:00:00,92.8,48.0,24.5,21.9,19.1,2.0,0.0
1427,국회의원회관,2014-07-25 00:00:00,81.9,59.5,33.7,27.5,22.1,2.0,0.0
1428,국회의원회관,2014-07-26 00:00:00,86.1,2.5,27.3,22.6,20.8,2.0,0.0
1429,국회의원회관,2014-07-27 00:00:00,75.0,0,30.6,25.0,21.4,2.0,0.0
1430,국회의원회관,2014-07-28 00:00:00,71.6,0,31.3,26.6,21.6,2.0,0.0
1431,국회의원회관,2014-07-29 00:00:00,68.4,0,30.1,26.5,23.4,2.0,0.0
1432,국회의원회관,2014-07-30 00:00:00,70.6,0,33.5,28.6,25.0,2.0,0.0
1433,국회의원회관,2014-07-31 00:00:00,75.9,1.5,34.4,28.6,25.8,2.0,0.0
1434,국회의원회관,2014-08-01 00:00:00,63.4,0,34.7,30.2,24.7,2.0,0.0
1435,국회의원회관,2014-08-02 00:00:00,55.0,0.0,35.8,31.4,28.7,2.0,0.0
1436,국회의원회관,2014-08-03 00:00:00,87.6,13.0,30.5,26.5,24.1,2.0,0.0
1437,국회의원회관,2014-08-04 00:00:00,93.0,6.5,29.6,26.4,24.7,2.0,0.0
1438,국회의원회관,2014-08-05 00:00:00,87.5,0.0,29.2,26.6,25.0,2.0,0.0
1439,국회의원회관,2014-08-06 00:00:00,92.4,10.5,26.2,24.4,22.5,2.0,0.0
1440,국회의원회관,2014-08-07 00:00:00,91.1,0.2,27.1,24.7,22.6,2.0,0.0
1441,국회의원회관,2014-08-08 00:00:00,62.3,0,30.6,26.1,21.9,2.0,0.0
1442,국회의원회관,2014-08-09 00:00:00,48.4,0,31.6,26.5,22.3,2.0,0.0
1443,국회의원회관,2014-08-10 00:00:00,79.4,42.5,27.7,23.4,19.6,2.0,0.0
1444,국회의원회관,2014-08-11 00:00:00,78.4,0,28.6,23.7,18.3,2.0,0.0
1445,국회의원회관,2014-08-12 00:00:00,77.8,0,30.4,25.8,22.3,2.0,0.0
1446,국회의원회관,2014-08-13 00:00:00,75.3,0.0,26.7,24.2,22.5,2.0,0.0
1447,국회의원회관,2014-08-14 00:00:00,78.6,0.5,24.2,22.3,21.4,2.0,0.0
1448,국회의원회관,2014-08-15 00:00:00,72.9,0,29.6,24.9,20.9,2.0,0.0
1449,국회의원회관,2014-08-16 00:00:00,73.9,0,31.8,26.1,22.2,2.0,0.0
1450,국회의원회관,2014-08-17 00:00:00,81.1,3.0,25.0,24.0,22.9,2.0,0.0
1451,국회의원회관,2014-08-18 00:00:00,90.0,11.5,24.4,22.3,20.9,2.0,0.0
1452,국회의원회관,2014-08-19 00:00:00,96.6,4.5,25.3,22.3,20.4,2.0,0.0
1453,국회의원회관,2014-08-20 00:00:00,86.0,0.5,28.0,24.8,22.4,2.0,0.0
1454,국회의원회관,2014-08-21 00:00:00,96.5,46.5,24.6,23.1,21.8,2.0,0.0
1455,국회의원회관,2014-08-22 00:00:00,83.4,15.0,28.2,24.7,21.8,2.0,0.0
1456,국회의원회관,2014-08-23 00:00:00,79.5,0.5,29.7,25.2,22.8,2.0,0.0
1457,국회의원회관,2014-08-24 00:00:00,75.5,0.1,30.7,25.6,20.7,2.0,0.0
1458,국회의원회관,2014-08-25 00:00:00,71.8,0.0,28.6,25.9,24.1,2.0,0.0
1459,국회의원회관,2014-08-26 00:00:00,71.4,11.5,29.6,25.4,21.6,2.0,0.0
1460,국회의원회관,2014-08-27 00:00:00,66.8,0,28.6,24.6,21.1,2.0,0.0
1461,국회의원회관,2014-08-28 00:00:00,65.3,0,30.7,25.1,19.8,2.0,0.0
1462,국회의원회관,2014-08-29 00:00:00,71.9,6.5,30.1,25.2,21.0,2.0,0.0
1463,국회의원회관,2014-08-30 00:00:00,71.6,0,30.7,24.6,19.9,2.0,0.0
1464,국회의원회관,2014-08-31 00:00:00,68.6,0,29.0,24.1,20.7,2.0,0.0
1465,국회의원회관,2014-09-01 00:00:00,72.5,1.5,29.7,24.1,20.4,2.0,0.0
1466,국회의원회관,2014-09-02 00:00:00,73.6,6.0,27.7,23.1,19.3,2.0,0.0
1467,국회의원회관,2014-09-03 00:00:00,99.8,57.5,20.6,19.1,17.4,2.0,0.0
1468,국회의원회관,2014-09-04 00:00:00,79.4,0,27.6,22.4,18.0,2.0,0.0
1469,국회의원회관,2014-09-05 00:00:00,76.0,0,29.0,23.8,20.0,2.0,0.0
1470,국회의원회관,2014-09-06 00:00:00,66.9,0,30.8,25.2,20.3,2.0,0.0
1471,국회의원회관,2014-09-07 00:00:00,72.1,0,31.3,25.3,19.8,2.0,0.0
1472,국회의원회관,2014-09-08 00:00:00,75.0,0,30.2,24.8,20.6,2.0,0.0
1473,국회의원회관,2014-09-09 00:00:00,66.5,0,28.2,23.3,19.9,2.0,0.0
1474,국회의원회관,2014-09-10 00:00:00,60.6,0,28.9,22.4,16.7,2.0,0.0
1475,국회의원회관,2014-09-11 00:00:00,61.1,0,29.2,23.3,17.5,2.0,0.0
1476,국회의원회관,2014-09-12 00:00:00,74.9,0.1,26.6,21.3,18.6,2.0,0.0
1477,국회의원회관,2014-09-13 00:00:00,60.9,0,28.3,23.1,18.6,2.0,0.0
1478,국회의원회관,2014-09-14 00:00:00,60.6,0,28.4,23.0,18.2,2.0,0.0
1479,국회의원회관,2014-09-15 00:00:00,64.9,0,27.5,23.1,20.6,2.0,0.0
1480,국회의원회관,2014-09-16 00:00:00,43.8,0,27.0,21.3,15.8,2.0,0.0
1481,국회의원회관,2014-09-17 00:00:00,52.3,0,22.6,20.2,17.6,2.0,0.0
1482,국회의원회관,2014-09-18 00:00:00,56.5,0,27.0,20.6,16.2,2.0,0.0
1483,국회의원회관,2014-09-19 00:00:00,55.0,0,28.4,21.4,14.9,2.0,0.0
1484,국회의원회관,2014-09-20 00:00:00,52.5,0,28.1,21.6,15.4,2.0,0.0
1485,국회의원회관,2014-09-21 00:00:00,61.6,0.0,25.6,20.2,17.5,2.0,0.0
1486,국회의원회관,2014-09-22 00:00:00,57.5,0,27.9,21.4,15.0,2.0,0.0
1487,국회의원회관,2014-09-23 00:00:00,52.1,0,29.0,23.0,18.1,2.0,0.0
1488,국회의원회관,2014-09-24 00:00:00,77.9,6.5,23.8,20.3,18.0,2.0,0.0
1489,국회의원회관,2014-09-25 00:00:00,66.9,0,27.7,22.2,17.7,2.0,0.0
1490,국회의원회관,2014-09-26 00:00:00,78.1,0.0,24.2,21.0,18.6,2.0,0.0
1491,국회의원회관,2014-09-27 00:00:00,79.0,0,25.1,21.4,18.3,2.0,0.0
1492,국회의원회관,2014-09-28 00:00:00,85.5,0.5,24.7,21.7,19.2,2.0,0.0
1493,국회의원회관,2014-09-29 00:00:00,99.0,16.0,20.7,19.4,17.7,2.0,0.0
1494,국회의원회관,2014-09-30 00:00:00,72.5,0,23.7,18.9,15.4,2.0,0.0
1495,국회의원회관,2014-10-01 00:00:00,68.6,0,24.4,19.2,14.9,2.0,0.0
1496,국회의원회관,2014-10-02 00:00:00,89.0,9.0,20.1,18.1,17.1,2.0,0.0
1497,국회의원회관,2014-10-03 00:00:00,74.3,0,20.8,16.1,13.4,2.0,0.0
1498,국회의원회관,2014-10-04 00:00:00,62.0,0,23.0,16.9,11.6,2.0,0.0
1499,국회의원회관,2014-10-05 00:00:00,53.1,0,23.2,17.1,12.5,2.0,0.0
1500,국회의원회관,2014-10-06 00:00:00,57.0,0,22.6,16.6,10.5,2.0,0.0
1501,국회의원회관,2014-10-07 00:00:00,64.8,0,22.5,16.1,11.6,2.0,0.0
1502,국회의원회관,2014-10-08 00:00:00,61.5,0,23.6,16.7,10.0,2.0,0.0
1503,국회의원회관,2014-10-09 00:00:00,60.4,0,25.4,18.6,12.4,2.0,0.0
1504,국회의원회관,2014-10-10 00:00:00,63.3,0,26.3,19.0,12.5,2.0,0.0
1505,국회의원회관,2014-10-11 00:00:00,57.4,0,25.6,19.4,13.6,2.0,0.0
1506,국회의원회관,2014-10-12 00:00:00,48.5,0,29.0,21.2,13.9,2.0,0.0
1507,국회의원회관,2014-10-13 00:00:00,51.9,0,21.7,17.4,11.0,2.0,0.0
1508,국회의원회관,2014-10-14 00:00:00,51.8,0,20.0,13.8,8.5,2.0,0.0
1509,국회의원회관,2014-10-15 00:00:00,60.4,0,20.0,13.8,8.9,2.0,0.0
1510,국회의원회관,2014-10-16 00:00:00,53.8,2.5,18.0,13.2,9.3,2.0,0.0
1511,국회의원회관,2014-10-17 00:00:00,53.8,0,21.2,13.6,6.6,2.0,0.0
1512,국회의원회관,2014-10-18 00:00:00,68.9,0,22.5,15.5,9.4,2.0,0.0
1513,국회의원회관,2014-10-19 00:00:00,61.0,0,22.7,17.0,11.2,2.0,0.0
1514,국회의원회관,2014-10-20 00:00:00,97.8,21.5,17.1,14.4,12.9,2.0,0.0
1515,국회의원회관,2014-10-21 00:00:00,92.8,18.5,15.7,13.8,11.9,2.0,0.0
1516,국회의원회관,2014-10-22 00:00:00,69.0,0,18.7,13.6,10.4,2.0,0.0
1517,국회의원회관,2014-10-23 00:00:00,67.8,0,20.6,13.8,8.5,2.0,0.0
1518,국회의원회관,2014-10-24 00:00:00,78.0,0,21.0,15.1,9.9,2.0,0.0
1519,국회의원회관,2014-10-25 00:00:00,81.1,0,22.2,16.5,12.9,2.0,0.0
1520,국회의원회관,2014-10-26 00:00:00,76.9,0.5,19.9,16.0,11.6,2.0,0.0
1521,국회의원회관,2014-10-27 00:00:00,35.3,0,16.9,10.7,6.1,2.0,0.0
1522,국회의원회관,2014-10-28 00:00:00,43.4,0,19.4,10.2,2.7,2.0,0.0
1523,국회의원회관,2014-10-29 00:00:00,46.4,0,20.8,12.1,4.9,2.0,0.0
1524,국회의원회관,2014-10-30 00:00:00,45.8,0,20.8,14.2,7.7,2.0,0.0
1525,국회의원회관,2014-10-31 00:00:00,62.1,0.2,18.2,15.0,12.8,2.0,0.0
1526,국회의원회관,2014-11-01 00:00:00,63.4,0,22.9,17.3,15.1,2.0,0.0
1527,국회의원회관,2014-11-02 00:00:00,50.5,2.5,15.4,12.0,7.1,2.0,0.0
1528,김안과병원,2013-05-01 00:00:00,52.4,1.0,18.6,13.2,8.7,1.0,126.0
1529,김안과병원,2013-05-02 00:00:00,67.1,1.0,17.1,12.4,9.0,1.0,126.0
1530,김안과병원,2013-05-03 00:00:00,64.8,0.0,18.2,12.6,9.0,1.0,126.0
1531,김안과병원,2013-05-04 00:00:00,58.1,0,19.6,13.9,9.3,1.0,126.0
1532,김안과병원,2013-05-05 00:00:00,51.8,0,20.6,14.3,9.2,1.0,126.0
1533,김안과병원,2013-05-06 00:00:00,54.0,0,21.3,14.6,7.9,1.0,126.0
1534,김안과병원,2013-05-07 00:00:00,41.4,0,26.7,18.7,11.9,1.0,126.0
1535,김안과병원,2013-05-08 00:00:00,33.6,0,26.2,19.4,12.7,1.0,126.0
1536,김안과병원,2013-05-09 00:00:00,55.3,2.5,23.0,18.1,14.7,1.0,126.0
1537,김안과병원,2013-05-10 00:00:00,89.3,22.0,16.1,14.0,10.4,1.0,126.0
1538,김안과병원,2013-05-11 00:00:00,55.5,0,24.8,17.9,11.0,1.0,126.0
1539,김안과병원,2013-05-12 00:00:00,61.3,1.0,22.5,19.1,16.4,1.0,126.0
1540,김안과병원,2013-05-13 00:00:00,45.0,0,26.8,21.6,17.7,1.0,126.0
1541,김안과병원,2013-05-14 00:00:00,46.9,0,25.3,20.2,17.0,1.0,126.0
1542,김안과병원,2013-05-15 00:00:00,57.0,0,24.4,19.4,15.6,1.0,126.0
1543,김안과병원,2013-05-16 00:00:00,33.3,0,28.3,22.0,15.3,1.0,126.0
1544,김안과병원,2013-05-17 00:00:00,36.6,0,26.6,20.2,15.7,1.0,126.0
1545,김안과병원,2013-05-18 00:00:00,62.8,14.5,22.3,17.7,13.7,1.0,126.0
1546,김안과병원,2013-05-19 00:00:00,80.9,19.5,21.5,16.6,13.6,1.0,126.0
1547,김안과병원,2013-05-20 00:00:00,76.0,0,18.5,14.4,12.1,1.0,126.0
1548,김안과병원,2013-05-21 00:00:00,43.3,0,24.6,17.7,10.2,1.0,126.0
1549,김안과병원,2013-05-22 00:00:00,49.4,0,25.9,19.7,13.9,1.0,126.0
1550,김안과병원,2013-05-23 00:00:00,59.3,0,30.2,22.1,15.4,1.0,126.0
1551,김안과병원,2013-05-24 00:00:00,58.9,0,27.5,21.3,15.7,1.0,126.0
1552,김안과병원,2013-05-25 00:00:00,49.6,0,31.8,24.7,18.2,1.0,126.0
1553,김안과병원,2013-05-26 00:00:00,45.9,0,28.4,23.9,20.8,1.0,126.0
1554,김안과병원,2013-05-27 00:00:00,80.4,56.5,22.6,19.7,17.7,1.0,126.0
1555,김안과병원,2013-05-28 00:00:00,89.1,11.5,20.9,18.9,17.6,1.0,126.0
1556,김안과병원,2013-05-29 00:00:00,87.8,2.5,18.1,16.1,14.9,1.0,126.0
1557,김안과병원,2013-05-30 00:00:00,57.9,0,25.0,19.2,14.3,1.0,126.0
1558,김안과병원,2013-05-31 00:00:00,46.6,0,27.8,21.3,13.9,1.0,126.0
1559,김안과병원,2013-06-01 00:00:00,44.3,0,27.9,21.7,17.4,1.0,126.0
1560,김안과병원,2013-06-02 00:00:00,48.6,0,30.8,23.5,16.3,1.0,126.0
1561,김안과병원,2013-06-03 00:00:00,59.0,0,26.7,21.3,18.4,1.0,126.0
1562,김안과병원,2013-06-04 00:00:00,54.3,0.2,28.4,22.8,17.5,1.0,126.0
1563,김안과병원,2013-06-05 00:00:00,51.8,0,30.4,24.8,19.1,1.0,126.0
1564,김안과병원,2013-06-06 00:00:00,55.9,0,30.0,25.0,21.7,1.0,126.0
1565,김안과병원,2013-06-07 00:00:00,50.9,0,31.1,25.7,20.7,1.0,126.0
1566,김안과병원,2013-06-08 00:00:00,48.5,0,31.2,26.4,21.0,1.0,126.0
1567,김안과병원,2013-06-09 00:00:00,38.3,0,32.4,27.4,22.3,1.0,126.0
1568,김안과병원,2013-06-10 00:00:00,35.5,0,32.2,27.5,21.6,1.0,126.0
1569,김안과병원,2013-06-11 00:00:00,57.9,7.0,26.7,23.7,20.5,1.0,126.0
1570,김안과병원,2013-06-12 00:00:00,85.4,6.5,22.5,20.5,19.6,1.0,126.0
1571,김안과병원,2013-06-13 00:00:00,70.5,0,27.5,23.0,18.8,1.0,126.0
1572,김안과병원,2013-06-14 00:00:00,62.3,0,29.7,24.6,20.9,1.0,126.0
